,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition
77,,Nikon AF Nikkor 28200 mm f3545 ED G Zoom Lens Japan,333347820398,Excellent+++++ Nikon AF Nikkor 28-200mm f/3.5-4.5 ED G Zoom Lens from Japan,https://www.ebay.com/itm/Excellent-Nikon-AF-Nikkor-28-200mm-f-3-5-4-5-ED-G-Zoom-Lens-Japan-/333347820398,209.0,USD,JP,3323,Lenses,FixedPrice,Used
82,,Parts Nikon MB1 Battery Pack MD3 Motor Drive F2 Japan 548,401764954854,"""""For Parts"""" Nikon MB-1 Battery Pack & MD-3 Motor Drive For F2 From Japan #548",https://www.ebay.com/itm/For-Parts-Nikon-MB-1-Battery-Pack-MD-3-Motor-Drive-F2-Japan-548-/401764954854,92.99,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used
86,,SIGMA AF 28300 mm F3563 D COMPACT HYPERZOOM Nikon F EXCELLENT 15673,293237996544,SIGMA AF 28-300mm F3.5-6.3 D COMPACT HYPERZOOM for Nikon F [EXCELLENT] (15673),https://www.ebay.com/itm/SIGMA-AF-28-300mm-F3-5-6-3-D-COMPACT-HYPERZOOM-Nikon-F-EXCELLENT-15673-/293237996544,78.0,USD,JP,3323,Lenses,FixedPrice,Used
94,,Nikon U2 35 mm SLR Film Camera Body Excellent Japan Free Shipping 998,183872307717,Nikon U2 35mm SLR Film Camera Body [Excellent+] From Japan [Free Shipping] #998,https://www.ebay.com/itm/Nikon-U2-35mm-SLR-Film-Camera-Body-Excellent-Japan-Free-Shipping-998-/183872307717,57.99,USD,JP,15230,Film Cameras,StoreInventory,Used
99,,Ai Nikkor 105 mm F25 MF Prime Ai Lens Japan 2337,254363494197,Rare！【MINT】Nikon Ai Converted Nikkor 105mm F2.5 MF Prime Ai Lens from Japan 2337,https://www.ebay.com/itm/Rare-MINT-Nikon-Ai-Converted-Nikkor-105mm-F2-5-MF-Prime-Ai-Lens-Japan-2337-/254363494197,149.99,USD,JP,3323,Lenses,StoreInventory,Used
2,,Nikon Ai Micro NIKKOR 105 mm f4 f40 EX Lens wHood Japan 481525,312788077056,Nikon Ai Micro NIKKOR 105mm f/4 f4.0 EX Lens w/Hood from Japan #481525,https://www.ebay.com/itm/Nikon-Ai-Micro-NIKKOR-105mm-f-4-f4-0-EX-Lens-w-Hood-Japan-481525-/312788077056,86.0,USD,JP,3323,Lenses,StoreInventory,Used
3,,Nikon strap camouflage vintage 4890033159,323911523507,Nikon strap camouflage original vintage wide 489003-3159,https://www.ebay.com/itm/Nikon-strap-camouflage-original-vintage-wide-489003-3159-/323911523507,28.8,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used
6,,EXC Nikon 122 mm Filter 300 mm 400 mm Japan 1056,401885733035,"""EXC+++++"" Nikon L37c 122mm Filter For 300mm f/2.8 400mm f/3.5 From Japan #1056",https://www.ebay.com/itm/EXC-Nikon-L37c-122mm-Filter-300mm-f-2-8-400mm-f-3-5-Japan-1056-/401885733035,119.99,USD,JP,15216,Filters,StoreInventory,Used
17,,NEAR MINT Nikon Nikkor AI 24 mm f2 F Mount SLR Japan,383173434824,[NEAR MINT] Nikon Nikkor AI 24mm f/2 For F Mount SLR From Japan,https://www.ebay.com/itm/NEAR-MINT-Nikon-Nikkor-AI-24mm-f-2-F-Mount-SLR-Japan-/383173434824,229.9,USD,JP,3323,Lenses,FixedPrice,Used
24,,Near MintNikon Zoom NIKKOR 3570 mm F3548 Series E MF Lens Shipping,173847869706,【Near Mint】Nikon Zoom NIKKOR 35-70mm F/3.5-4.8 Series E MF Lens *Free Shipping*,https://www.ebay.com/itm/Near-Mint-Nikon-Zoom-NIKKOR-35-70mm-F-3-5-4-8-Series-E-MF-Lens-Free-Shipping-/173847869706,54.99,USD,JP,3323,Lenses,FixedPrice,Used
25,,ASIS Nikon Ais Nikkor 105 mm f25 MF Lens w Cap Japan 4986,264384719498,"""AS-IS"" Nikon Ai-s Nikkor 105mm f/2.5 MF Lens w/ Cap From Japan #4986",https://www.ebay.com/itm/AS-IS-Nikon-Ai-s-Nikkor-105mm-f-2-5-MF-Lens-w-Cap-Japan-4986-/264384719498,149.0,USD,JP,3323,Lenses,StoreInventory,Used
27,,MINT BOX Nikon Nikonos V UW Film Camera body NEW Oring 625,283622712724,**MINT IN BOX** Nikon Nikonos V UW Film Camera body w/ NEW O-ring and more #625,https://www.ebay.com/itm/MINT-BOX-Nikon-Nikonos-V-UW-Film-Camera-body-w-NEW-O-ring-and-more-625-/283622712724,249.9,USD,JP,15230,Film Cameras,StoreInventory,Used
31,,Nikon AF Nikkor 3570 mm f28 D Zoom Lens Excellent Japan FS,133161017325,Nikon AF Nikkor 35-70mm f/2.8 D Zoom Lens [Excellent++] from Japan F/S,https://www.ebay.com/itm/Nikon-AF-Nikkor-35-70mm-f-2-8-D-Zoom-Lens-Excellent-Japan-F-S-/133161017325,197.99,USD,JP,3323,Lenses,StoreInventory,Used
33,,Leather Case Nikon Sp S3 Black,223613865440,Leather Case For Nikon Sp S3 Black,https://www.ebay.com/itm/Leather-Case-Nikon-Sp-S3-Black-/223613865440,287.19,USD,JP,31388,Digital Cameras,FixedPrice,Used
39,,Nikon HN24 ScrewIn Metal Lens Hood 70210mm100300mm75300 mm Lens,303208555490,"Nikon HN-24 Screw-In Metal Lens Hood for 70-210mm,100-300mm,75-300mm Lens",https://www.ebay.com/itm/Nikon-HN-24-Screw-In-Metal-Lens-Hood-70-210mm-100-300mm-75-300mm-Lens-/303208555490,12.0,USD,JP,78999,Lens Hoods,FixedPrice,Used
41,,Nikon F2 Black camera body Exc Japan7574,293230322690,"Nikon F2 Black camera body only ""Exc+"" From Japan#7574",https://www.ebay.com/itm/Nikon-F2-Black-camera-body-only-Exc-Japan-7574-/293230322690,119.0,USD,JP,15230,Film Cameras,FixedPrice,Used
46,,Exc Nikon Ai Nikkor 135 mm MF Lens Japan,352795437539,[Exc++++] Nikon  Ai Nikkor 135mm f/3.5 MF Lens From Japan,https://www.ebay.com/itm/Exc-Nikon-Ai-Nikkor-135mm-f-3-5-MF-Lens-Japan-/352795437539,54.15,USD,JP,3323,Lenses,FixedPrice,Used
48,,TAMRON AF ASPHERICAL 28200 mm F3856 Nikon SN414757 Excellent,323932811171,TAMRON AF ASPHERICAL 28-200mm F3.8-5.6 for Nikon  SN414757 **Excellent+**,https://www.ebay.com/itm/TAMRON-AF-ASPHERICAL-28-200mm-F3-8-5-6-Nikon-SN414757-Excellent-/323932811171,29.8,USD,JP,3323,Lenses,StoreInventory,Used
51,,NIKON NIKONOS IVA 35 mm Underwater Camera 35 mm f25 Exc 4937419194A,153654414226,NIKON NIKONOS IV-A 35mm Underwater Camera 35mm f2.5  [Exc+] #493741-9194A,https://www.ebay.com/itm/NIKON-NIKONOS-IV-A-35mm-Underwater-Camera-35mm-f2-5-Exc-493741-9194A-/153654414226,110.0,USD,JP,15230,Film Cameras,FixedPrice,Used
52,,Mint NIKON AiS Ais 135 mm F28 MF Lens Front Rear Cap JAPAN,133188863541,[Top Mint!!] NIKON Ai-S Ais 135mm F2.8 MF Lens with Front & Rear Cap From JAPAN,https://www.ebay.com/itm/Top-Mint-NIKON-Ai-S-Ais-135mm-F2-8-MF-Lens-Front-Rear-Cap-JAPAN-/133188863541,199.99,USD,JP,3323,Lenses,StoreInventory,Used
53,,MINT Nikon Ai NIKKOR 35 mm f28 MF Manual Focus lens Japan,383178432080,Near MINT Nikon Ai NIKKOR 35mm f/2.8 MF Manual Focus lens from Japan,https://www.ebay.com/itm/Near-MINT-Nikon-Ai-NIKKOR-35mm-f-2-8-MF-Manual-Focus-lens-Japan-/383178432080,99.0,USD,JP,3323,Lenses,StoreInventory,Used
58,,Nikon Focusing Screen Nikon F3 Type B SN533,254367659277,Nikon Focusing Screen for Nikon F3 Type B  SN533,https://www.ebay.com/itm/Nikon-Focusing-Screen-Nikon-F3-Type-B-SN533-/254367659277,19.0,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used
59,,EXCELLENT Tokina ATX PRO 100 mm MACRO AF Lens Nikon F Mount 190919r,323934011064,"""EXCELLENT"" Tokina AT-X PRO 100mm F2.8D MACRO AF Lens for Nikon F Mount #190919r",https://www.ebay.com/itm/EXCELLENT-Tokina-AT-X-PRO-100mm-F2-8D-MACRO-AF-Lens-Nikon-F-Mount-190919r-/323934011064,238.0,USD,JP,3323,Lenses,StoreInventory,Used
64,,MINT NIKON 8x 16X 40 CF 52 8x Zoom Binoculars Japan 814,153668032912,【MINT】 NIKON 8x - 16X 40 CF 5.2 at 8x Zoom Binoculars  Back from Japan 814,https://www.ebay.com/itm/MINT-NIKON-8x-16X-40-CF-5-2-8x-Zoom-Binoculars-Back-Japan-814-/153668032912,149.99,USD,JP,83880,Binoculars & Monoculars,StoreInventory,Used
65,,Nikon NIKKOR 135 mm NonAi Portrait MF Lens Japan 493676,362760837643,Nikon NIKKOR 135mm f/2.8 Non-Ai Portrait MF Lens from Japan 493676,https://www.ebay.com/itm/Nikon-NIKKOR-135mm-f-2-8-Non-Ai-Portrait-MF-Lens-Japan-493676-/362760837643,56.64,USD,JP,3323,Lenses,StoreInventory,Used
69,,N MINTNikon F Eye Level Finder Nikon F 35 mm SLR film camera Japan 816,153668068701,【N MINT】Nikon F Eye Level Finder for Nikon F 35mm SLR film camera from Japan 816,https://www.ebay.com/itm/N-MINT-Nikon-F-Eye-Level-Finder-Nikon-F-35mm-SLR-film-camera-Japan-816-/153668068701,84.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used
71,,Excellent Nikon ZOOMNIKKOR 50135 mm f35 AiS Manual Lens Japan 39,163796975418,[Excellent+++] Nikon ZOOM-NIKKOR 50-135mm f/3.5 Ai-S Manual Lens From Japan #39,https://www.ebay.com/itm/Excellent-Nikon-ZOOM-NIKKOR-50-135mm-f-3-5-Ai-S-Manual-Lens-Japan-39-/163796975418,69.0,USD,JP,3323,Lenses,FixedPrice,Used
