,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,model,TotalCounts
92,,nikon af nikkor,401885734968,"""App N Mint AS IS"" Nikon AF Nikkor 75-300mm f/4.5-5.6 Lens From Japan #967",https://www.ebay.com/itm/App-N-Mint-IS-Nikon-AF-Nikkor-75-300mm-f-4-5-5-6-Lens-Japan-967-/401885734968,49.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor,7873
20,,nikon af nikkor,283608774842,Nikon AF NIKKOR 20mm F2.8 D [EXCELLENT] from Japan (15492),https://www.ebay.com/itm/Nikon-AF-NIKKOR-20mm-F2-8-D-EXCELLENT-Japan-15492-/283608774842,278.0,USD,JP,3323,Lenses,FixedPrice,Used,,7873
10,,nikon afs nikkor,273940558661,Excellent++ Nikon AF-S NIKKOR 28-70mm F/2.8 ED D W/Hood From Japan!! 109129,https://www.ebay.com/itm/Excellent-Nikon-AF-S-NIKKOR-28-70mm-F-2-8-ED-D-W-Hood-Japan-109129-/273940558661,499.99,USD,JP,3323,Lenses,StoreInventory,Used,,7873
97,,nikon af nikkor,133170843068,【NEAR MINT】 Nikon AF Nikkor 80-200mm f/2.8 D ED Zoom Lens w/Hood From Japan 181,https://www.ebay.com/itm/NEAR-MINT-Nikon-AF-Nikkor-80-200mm-f-2-8-D-ED-Zoom-Lens-w-Hood-Japan-181-/133170843068,299.9,USD,JP,3323,Lenses,StoreInventory,Used,,7873
87,,nikon af nikkor,233327969695,[Near Mint] NIKON AF Nikkor 180mm f/2.8 (IF) New ED Prime Lens from JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-AF-Nikkor-180mm-f-2-8-IF-New-ED-Prime-Lens-JAPAN-/233327969695,418.3,USD,JP,3323,Lenses,StoreInventory,Used,,7873
93,,nikon af nikkor,123745149096,Nikon AF NIKKOR 55mm f/2.8 Micro Lens W/Caps Excellent+++ From Japan Tested,https://www.ebay.com/itm/Nikon-AF-NIKKOR-55mm-f-2-8-Micro-Lens-W-Caps-Excellent-Japan-Tested-/123745149096,173.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
5,,nikon af nikkor,283495604488,As-is Nikon AF Nikkor 24-120mm F/3.5-5.6 D From Japan!! 107196,https://www.ebay.com/itm/As-is-Nikon-AF-Nikkor-24-120mm-F-3-5-5-6-D-Japan-107196-/283495604488,49.99,USD,JP,3323,Lenses,StoreInventory,Used,,7873
6,,nikon af nikkor,123758825008,Nikon AF NIKKOR 50mm f/1.4 Prime Lens Near Mint W/Caps From Japan Tokyo Tested,https://www.ebay.com/itm/Nikon-AF-NIKKOR-50mm-f-1-4-Prime-Lens-Near-Mint-W-Caps-Japan-Tokyo-Tested-/123758825008,160.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor,7873
50,,nikon af nikkor,392263782132,【Mint】 NIKON AF NIKKOR 28-105mm F/3.5-4.5 D Lens w/ Filter from JAPAN,https://www.ebay.com/itm/Mint-NIKON-AF-NIKKOR-28-105mm-F-3-5-4-5-D-Lens-w-Filter-JAPAN-/392263782132,109.9,USD,JP,3323,Lenses,StoreInventory,Used,,7873
52,,nikon af nikkor,173965041707,NIKON AF Nikkor 20mm F2.8 Prime Lens Excellent From JAPAN #756,https://www.ebay.com/itm/NIKON-AF-Nikkor-20mm-F2-8-Prime-Lens-Excellent-JAPAN-756-/173965041707,186.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
63,,nikon af nikkor,174027367767,*EXC+++++* Nikon AF Nikkor 85mm F1.8 Portrait Prime Lens SN260420 from Japan 774,https://www.ebay.com/itm/EXC-Nikon-AF-Nikkor-85mm-F1-8-Portrait-Prime-Lens-SN260420-Japan-774-/174027367767,189.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
59,,nikon af nikkor,383147933522,[very good] Nikon AF NIKKOR 75-300mm F/4.5-5.6 Lens w/cap from japan 444333,https://www.ebay.com/itm/very-good-Nikon-AF-NIKKOR-75-300mm-F-4-5-5-6-Lens-w-cap-japan-444333-/383147933522,74.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
2,,nikon af nikkor,183955814022,NIKON AF NIKKOR 300mm F/4 ED Prime Lens Excellent++ From JAPAN #918,https://www.ebay.com/itm/NIKON-AF-NIKKOR-300mm-F-4-ED-Prime-Lens-Excellent-JAPAN-918-/183955814022,290.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
17,,nikon af nikkor,174010182398,"""Exc+3"" Nikon AF Nikkor 28-200mm f/ 3.5-5.6 D AF Zoom JAPAN #191023",https://www.ebay.com/itm/Exc-3-Nikon-AF-Nikkor-28-200mm-f-3-5-5-6-D-AF-Zoom-JAPAN-191023-/174010182398,89.99,USD,JP,3323,Lenses,StoreInventory,Used,,7873
52,,nikon af nikkor,254301676647,Nikon AF NIKKOR 28-200mm f3.5-5.6D Zoom Lens from Japan 466340,https://www.ebay.com/itm/Nikon-AF-NIKKOR-28-200mm-f3-5-5-6D-Zoom-Lens-Japan-466340-/254301676647,79.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
74,,nikon af nikkor,392265315483,Great MINT Nikon AF Nikkor Lens ED 80-200mm F2.8 D New from Japan (#A030109),https://www.ebay.com/itm/Great-MINT-Nikon-AF-Nikkor-Lens-ED-80-200mm-F2-8-D-New-Japan-A030109-/392265315483,481.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
61,,nikon af nikkor,133146962090,Nikon AF Nikkor 300mm F/4 ED Lens #23365 F6,https://www.ebay.com/itm/Nikon-AF-Nikkor-300mm-F-4-ED-Lens-23365-F6-/133146962090,312.3,USD,JP,3323,Lenses,FixedPrice,Used,,7873
87,,nikon afs nikkor,401863968310,** MINT ** NIKON AF-S NIKKOR ED 28-70mm f/2.8D SWM,https://www.ebay.com/itm/MINT-NIKON-AF-S-NIKKOR-ED-28-70mm-f-2-8D-SWM-/401863968310,598.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
54,,nikon af nikkor,223659603859,Nikon AF NIKKOR 50mm F1.4 Standard Prime Lens for F Mount #190908f,https://www.ebay.com/itm/Nikon-AF-NIKKOR-50mm-F1-4-Standard-Prime-Lens-F-Mount-190908f-/223659603859,128.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
43,,nikon af nikkor,223517701157,Nikon AF NIKKOR 20-35mm F/2.8 D Lens EXCELLENT+ JAPAN/2581,https://www.ebay.com/itm/Nikon-AF-NIKKOR-20-35mm-F-2-8-D-Lens-EXCELLENT-JAPAN-2581-/223517701157,430.0,USD,JP,3323,Lenses,FixedPrice,Used,,7873
97,,nikon af nikkor,153630466329,Nikon AF NIKKOR 50mm f1.4 D Standard Prime Lens w/box Japan [Near Mint] #9017A,https://www.ebay.com/itm/Nikon-AF-NIKKOR-50mm-f1-4-D-Standard-Prime-Lens-w-box-Japan-Near-Mint-9017A-/153630466329,190.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF NIKKOR,7873
25,,nikon af nikkor,273971492425,Nikon AF Nikkor 180mm f/2.8 ED lens w/filter【Exc+++++】from Japan 549,https://www.ebay.com/itm/Nikon-AF-Nikkor-180mm-f-2-8-ED-lens-w-filter-Exc-from-Japan-549-/273971492425,299.99,USD,JP,3323,Lenses,StoreInventory,Used,,7873
86,,nikon af nikkor,223574915691,[Excellent] Nikon AF Nikkor 80-200mm f/2.8 ED (90-W409),https://www.ebay.com/itm/Excellent-Nikon-AF-Nikkor-80-200mm-f-2-8-ED-90-W409-/223574915691,170.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
80,,nikon af nikkor,174031254019,NIKON AF Nikkor 85mm F/1.4 D Prime Lens Excellent++ From Japan #940,https://www.ebay.com/itm/NIKON-AF-Nikkor-85mm-F-1-4-D-Prime-Lens-Excellent-Japan-940-/174031254019,586.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
61,,nikon af nikkor,383153600411,[Near Mint]  Nikon AF Nikkor 85mm f/1.8 D w/Hood from Japan #133,https://www.ebay.com/itm/Near-Mint-Nikon-AF-Nikkor-85mm-f-1-8-D-w-Hood-Japan-133-/383153600411,240.0,USD,JP,3323,Lenses,FixedPrice,Used,,7873
99,,nikon af nikkor,273986691198,Excellent NIKON AF NIKKOR 28-105mm F3.5-4.5D Lens with Filter from Japan,https://www.ebay.com/itm/Excellent-NIKON-AF-NIKKOR-28-105mm-F3-5-4-5D-Lens-Filter-Japan-/273986691198,94.0,USD,JP,3323,Lenses,StoreInventory,Used,,7873
78,,nikon series e,223488378191,**Exc+++++** Nikon Series E Zoom Nikkor 36-72mm F/3.5 MF Ai-S Lens Japan A0349,https://www.ebay.com/itm/Exc-Nikon-Series-E-Zoom-Nikkor-36-72mm-F-3-5-MF-Ai-S-Lens-Japan-A0349-/223488378191,44.99,USD,JP,3323,Lenses,StoreInventory,Used,Ai-S MF,782
91,,nikon f3 eyelevel,303261033379,Nikon F3 Eyelevel 35mm SLR Film Camera + Ai NIKKOR 24mm f/2.8 + MD-4 Motor Drive,https://www.ebay.com/itm/Nikon-F3-Eyelevel-35mm-SLR-Film-Camera-Ai-NIKKOR-24mm-f-2-8-MD-4-Motor-Drive-/303261033379,219.0,USD,JP,15230,Film Cameras,StoreInventory,Used,,78
51,,near mintnikon md12,401841360676,"【Near MINT】Nikon MD-12 Motor Drive For FM, FM2, FE, FE2, FA, FM3A from Japan",https://www.ebay.com/itm/Near-MINT-Nikon-MD-12-Motor-Drive-FM-FM2-FE-FE2-FA-FM3A-Japan-/401841360676,69.9,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,Nikon MD-12,78
24,,nikon fm2 fe2,383154391645,【MINT】Nikon MD-12 Motor Drive for Nikon FM2 FE2 FA FM FE Film Camera Japan A025,https://www.ebay.com/itm/MINT-Nikon-MD-12-Motor-Drive-Nikon-FM2-FE2-FA-FM-FE-Film-Camera-Japan-A025-/383154391645,79.99,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,MD-12,78
78,,nikon md12 md,174028392313,[EXC+5] Nikon MD-12 MD 12 Motor Drive for FM2 FE2 FA FM FE from Japan #80,https://www.ebay.com/itm/EXC-5-Nikon-MD-12-MD-12-Motor-Drive-FM2-FE2-FA-FM-FE-Japan-80-/174028392313,49.99,USD,JP,29970,Motor Drives & Winders,FixedPrice,Used,MD-12,78
77,,nikon md12 md,223653864715,Nikon MD-12 MD 12 Motor Drive for FM2 FE2 FA FM FE SN247529,https://www.ebay.com/itm/Nikon-MD-12-MD-12-Motor-Drive-FM2-FE2-FA-FM-FE-SN247529-/223653864715,23.8,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,,78
19,,nikon f3 eyelevel,293215813242,"""Exc+++"" Nikon F3 Eyelevel 35mm SLR Film Camera Black from Japan #A1705",https://www.ebay.com/itm/Exc-Nikon-F3-Eyelevel-35mm-SLR-Film-Camera-Black-Japan-A1705-/293215813242,179.99,USD,JP,15230,Film Cameras,StoreInventory,Used,,78
29,,nikon f3 eyelevel,303261033379,Nikon F3 Eyelevel 35mm SLR Film Camera + Ai NIKKOR 24mm f/2.8 + MD-4 Motor Drive,https://www.ebay.com/itm/Nikon-F3-Eyelevel-35mm-SLR-Film-Camera-Ai-NIKKOR-24mm-f-2-8-MD-4-Motor-Drive-/303261033379,219.0,USD,JP,15230,Film Cameras,StoreInventory,Used,,78
88,,nikon mount japan,312761410470,"【Appearance MINT】TOKINA AT-X PRO 80-200mm f/2.8, Hood for Nikon Mount Japan",https://www.ebay.com/itm/Appearance-MINT-TOKINA-AT-X-PRO-80-200mm-f-2-8-Hood-Nikon-Mount-Japan-/312761410470,251.9,USD,JP,3323,Lenses,StoreInventory,Used,,770
24,,nikon fm3a 35mm,264454537596,【NEAR MINT++】 Nikon FM3A 35mm SLR Film Camera Black Body from JAPAN 596,https://www.ebay.com/itm/NEAR-MINT-Nikon-FM3A-35mm-SLR-Film-Camera-Black-Body-JAPAN-596-/264454537596,617.49,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon FM3A,77
92,,near mintnikon nikkor,323911867275,【Near Mint】NIKON NIKKOR AIS 85mm F/2 1:2.0 F Mount Lens +METAL HOOD HS-10 JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-NIKKOR-AIS-85mm-F-2-1-2-0-F-Mount-Lens-METAL-HOOD-HS-10-JAPAN-/323911867275,209.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AIS 85mm F2,77
81,,nikon excellent japan,303248746533,TAMRON  Lens SP 28-75mm f/2.8 LD XR Aspherical Di IF For Nikon EXCELLENT JAPAN,https://www.ebay.com/itm/TAMRON-Lens-SP-28-75mm-f-2-8-LD-XR-Aspherical-Di-IF-Nikon-EXCELLENT-JAPAN-/303248746533,192.0,USD,JP,3323,Lenses,StoreInventory,Used,A09,77
99,,nikon reflex nikkor,401871789162,Nikon Reflex NIKKOR 500mm f/8 (N) Excellent,https://www.ebay.com/itm/Nikon-Reflex-NIKKOR-500mm-f-8-N-Excellent-/401871789162,468.0,USD,JP,3323,Lenses,StoreInventory,Used,,77
53,,nikon f model,133158250453,Sharan NIKON F  Model Miniature MINOX Camera very good #B03066,https://www.ebay.com/itm/Sharan-NIKON-F-Model-Miniature-MINOX-Camera-very-good-B03066-/133158250453,99.0,USD,JP,15230,Film Cameras,StoreInventory,Used,,77
85,,nikon nikkor p,133162551258,"Nikon NIKKOR P Auto 105mm f/2.5 Non Ai MF Prime Portrate ""EXC+++"" TESTED482255",https://www.ebay.com/itm/Nikon-NIKKOR-P-Auto-105mm-f-2-5-Non-Ai-MF-Prime-Portrate-EXC-TESTED482255-/133162551258,109.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR P Auto 105mm f/2.5,77
4,,near mintnikon nikkor,323911867275,【Near Mint】NIKON NIKKOR AIS 85mm F/2 1:2.0 F Mount Lens +METAL HOOD HS-10 JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-NIKKOR-AIS-85mm-F-2-1-2-0-F-Mount-Lens-METAL-HOOD-HS-10-JAPAN-/323911867275,209.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AIS 85mm F2,77
11,,nikon nikkor p,143354588843,【Exc+++++】 Nikon Nikkor P Auto 105mm F/2.5 Ai Converted w/ Hood From Japan #166,https://www.ebay.com/itm/Exc-Nikon-Nikkor-P-Auto-105mm-F-2-5-Ai-Converted-w-Hood-Japan-166-/143354588843,139.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor P Auto 105mm F/2.5,77
60,,free shipping canon,153644833361,Free Shipping Canon PowerShot G10 14.7 MP Digital Camera - Black from Japan,https://www.ebay.com/itm/Free-Shipping-Canon-PowerShot-G10-14-7-MP-Digital-Camera-Black-Japan-/153644833361,119.0,USD,JP,3323,Lenses,StoreInventory,Used,DC HSM,755
50,,unusednikon 35 ti,153498216014,【UNUSED】Nikon 35 Ti 35mm Point & Shoot Film Camera w/Case from Japan 556,https://www.ebay.com/itm/UNUSED-Nikon-35-Ti-35mm-Point-Shoot-Film-Camera-w-Case-Japan-556-/153498216014,999.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon 35 Ti,75
88,,nikon sb28 speedlight,183935959848,[NearMint] Nikon SB-28 Speedlight Shoe Mount Flash case & manual From Japan 10,https://www.ebay.com/itm/NearMint-Nikon-SB-28-Speedlight-Shoe-Mount-Flash-case-manual-Japan-10-/183935959848,39.99,USD,JP,48515,Flashes,FixedPrice,Used,,74
69,,nikon af nikkor,193036814696,【NEAR MINT】 Nikon AF NIKKOR 28-85ｍｍ F3.5-4.5 From Japan　♯074,https://www.ebay.com/itm/NEAR-MINT-Nikon-AF-NIKKOR-28-85-F3-5-4-5-Japan-074-/193036814696,54.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 28-85mm f/3.5-4.5,73
92,,nikon exc from,333239288562,Tamron SP AF 35-105mm F/2.8 Aspherical Lens for Nikon exc++ From Japan 455204,https://www.ebay.com/itm/Tamron-SP-AF-35-105mm-F-2-8-Aspherical-Lens-Nikon-exc-Japan-455204-/333239288562,88.0,USD,JP,3323,Lenses,StoreInventory,Used,,720
46,,nikon exc from,264460299092,Tamron A14 AF 18-200mm f/3.5-6.3 XR Di II LD IF Macro for Nikon Exc++ from Japan,https://www.ebay.com/itm/Tamron-A14-AF-18-200mm-f-3-5-6-3-XR-Di-II-LD-IF-Macro-Nikon-Exc-Japan-/264460299092,113.0,USD,JP,3323,Lenses,StoreInventory,Used,,720
48,,nikon f4 f4s,233341990261,【Exc4】Nikon DP-20 View Finder for Nikon F4  F4S F4E from japan #182,https://www.ebay.com/itm/Exc4-Nikon-DP-20-View-Finder-Nikon-F4-F4S-F4E-japan-182-/233341990261,27.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,Nikon DP-20,72
36,,nikon dp20 dp20,323914848461,Nikon DP-20 DP20 View Finder for Nikon F4 F4S F4E  SN6219345,https://www.ebay.com/itm/Nikon-DP-20-DP20-View-Finder-Nikon-F4-F4S-F4E-SN6219345-/323914848461,34.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,72
65,,nikon dp20 dp20,264459900549,Nikon DP-20 DP20 View Finder for Nikon F4 F4S F4E SN6336014 **Excellent++**,https://www.ebay.com/itm/Nikon-DP-20-DP20-View-Finder-Nikon-F4-F4S-F4E-SN6336014-Excellent-/264459900549,53.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,72
93,,nikon dp20 dp20,323901691434,Nikon DP-20 DP20 View Finder for Nikon F4 F4S F4E  SN6225132,https://www.ebay.com/itm/Nikon-DP-20-DP20-View-Finder-Nikon-F4-F4S-F4E-SN6225132-/323901691434,19.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,72
4,,nikon dp20 dp20,264459900549,Nikon DP-20 DP20 View Finder for Nikon F4 F4S F4E SN6336014 **Excellent++**,https://www.ebay.com/itm/Nikon-DP-20-DP20-View-Finder-Nikon-F4-F4S-F4E-SN6336014-Excellent-/264459900549,53.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,72
78,,nikon from japan,333297394721,【As-Is】Kenko N-Afs 2X Teleplus MC7 for Nikon from JAPAN,https://www.ebay.com/itm/As-Is-Kenko-N-Afs-2X-Teleplus-MC7-Nikon-JAPAN-/333297394721,38.99,USD,JP,3323,Lenses,StoreInventory,Used,Teleplus MC7,71
89,,nikon afs zoom,283612395007,Nikon AF-S Zoom Nikkor VR 70-200mm f/2.8 G IF ED Lens [Mint] From Japan (461),https://www.ebay.com/itm/Nikon-AF-S-Zoom-Nikkor-VR-70-200mm-f-2-8-G-IF-ED-Lens-Mint-Japan-461-/283612395007,899.0,USD,JP,3323,Lenses,StoreInventory,Used,AF-S Zoom Nikkor VR 70-200mm f/2.8 G IF ED,71
59,,nikon nikkor 85mm,163780883571,Nikon Nikkor 85mm f2 Ai F mount Manual Focus MF Lens From JAPAN [Excllent++],https://www.ebay.com/itm/Nikon-Nikkor-85mm-f2-Ai-F-mount-Manual-Focus-MF-Lens-JAPAN-Excllent-/163780883571,199.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor 85mm f2 Ai,70
92,,nikon focusing screen,372763887632,NEAR MINT IN BOX  NIKON Focusing Screen Type B2 for FA FE2 from Japan,https://www.ebay.com/itm/NEAR-MINT-BOX-NIKON-Focusing-Screen-Type-B2-FA-FE2-Japan-/372763887632,24.95,USD,JP,162480,Other Camera & Photo Accs,StoreInventory,Used,,70
4,,nikon f mount,223659612088,TAMRON SP 70-300mm F4-5.6 Di VC USD A005 Lens for Nikon F Mount #190905l,https://www.ebay.com/itm/TAMRON-SP-70-300mm-F4-5-6-Di-VC-USD-A005-Lens-Nikon-F-Mount-190905l-/223659612088,222.0,USD,JP,3323,Lenses,StoreInventory,Used,A005,70
54,,nikon ais nikkor,383146461584,Near Mint NIKON Ai-s NIKKOR 28mm f/2.8 Camera Lens From JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-Ai-s-NIKKOR-28mm-f-2-8-Camera-Lens-JAPAN-/383146461584,139.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai -s NIKKOR 28mm f/2.8,70
14,,nikon focusing screen,372763886508,NEAR MINT NIKON Focusing Screen Type K2 for FA FE2 from Japan,https://www.ebay.com/itm/NEAR-MINT-NIKON-Focusing-Screen-Type-K2-FA-FE2-Japan-/372763886508,29.95,USD,JP,162480,Other Camera & Photo Accs,StoreInventory,Used,,70
26,,nikon from japan,153552874062,Tamron SP A005 70-300mm f/4.0-5.6 Di VC USD Lens Nikon from JAPAN excellent++,https://www.ebay.com/itm/Tamron-SP-A005-70-300mm-f-4-0-5-6-Di-VC-USD-Lens-Nikon-JAPAN-excellent-/153552874062,203.94,USD,JP,3323,Lenses,FixedPrice,Used,A005,70
4,,nikon hs7 metal,352751353454,{TOP MINT!!} NIKON HS-7 Metal Snap Spring Lens Hood from JAPAN #120j,https://www.ebay.com/itm/TOP-MINT-NIKON-HS-7-Metal-Snap-Spring-Lens-Hood-JAPAN-120j-/352751353454,6.99,USD,JP,78999,Lens Hoods,StoreInventory,Used,Nikon HS-7,7
83,,nikon speedlight sb29s,183945019645,*Almost Unused in BOX* Nikon Speedlight SB-29S SB29S Ring Flash for Nikon #10835,https://www.ebay.com/itm/Almost-Unused-BOX-Nikon-Speedlight-SB-29S-SB29S-Ring-Flash-Nikon-10835-/183945019645,249.0,USD,JP,48515,Flashes,StoreInventory,Used,,7
60,,nikon s exc,254187308495,714 Voigtlander SC Skopar 35mm f/2.5 for Nikon S ***EXC+++*** with HOOD,https://www.ebay.com/itm/714-Voigtlander-SC-Skopar-35mm-f-2-5-Nikon-S-EXC-HOOD-/254187308495,250.12,USD,JP,3323,Lenses,StoreInventory,Used,SC-Skopar,7
30,,nikon coolpix s9400,283497579283,Nikon COOLPIX S9400 18.1 MP Digital Camera Silver [Exc+++] w/Strap Japan [4205],https://www.ebay.com/itm/Nikon-COOLPIX-S9400-18-1-MP-Digital-Camera-Silver-Exc-w-Strap-Japan-4205-/283497579283,97.75,USD,JP,31388,Digital Cameras,StoreInventory,Used,,7
58,,nikon hs7 metal,153590576041,"Excellent++ Nikon HS-7 Metal Lens Hood for 55mm f/1.2, 58mm f/1.2, 105mm f/2.8",https://www.ebay.com/itm/Excellent-Nikon-HS-7-Metal-Lens-Hood-55mm-f-1-2-58mm-f-1-2-105mm-f-2-8-/153590576041,16.99,USD,JP,78999,Lens Hoods,FixedPrice,Used,HS-7,7
25,,opt n mintnikon,401873326597,【Opt N Mint】Nikon Nikkor O.C Auto 35mm f2 Non-Ai Wide Angle Lens from Japan 002,https://www.ebay.com/itm/Opt-N-Mint-Nikon-Nikkor-O-C-Auto-35mm-f2-Non-Ai-Wide-Angle-Lens-Japan-002-/401873326597,114.99,USD,JP,3323,Lenses,FixedPrice,Used,NIKKOR O.C Auto 35mm f/2 Non-Ai,7
69,,nikon nikkor qc,143180091458,NIKON NIKKOR Q・C AUTO 200 mm 1:4 from Japan #391126,https://www.ebay.com/itm/NIKON-NIKKOR-Q-C-AUTO-200-mm-1-4-Japan-391126-/143180091458,60.8,USD,JP,3323,Lenses,StoreInventory,Used,,7
92,,near mintnikon ch4,333301549404,【Near Mint】Nikon CH-4 Camera Case for F2 SLR Camera from JAPAN,https://www.ebay.com/itm/Near-Mint-Nikon-CH-4-Camera-Case-F2-SLR-Camera-JAPAN-/333301549404,24.99,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,CH-4,7
94,,nikon dp12 photomic,303103130060,"Nikon DP12 Photomic F2AS Finder for Nikon F2 ""Exc+++"" From Japan#8940",https://www.ebay.com/itm/Nikon-DP12-Photomic-F2AS-Finder-Nikon-F2-Exc-Japan-8940-/303103130060,394.0,USD,JP,167930,Viewfinders & Eyecups,FixedPrice,Used,Nikon DP12,7
48,,nikon nikkor sw,153421025574,【 Mint 】 Nikon Nikkor SW 75mm F4.5 S Large Format Lens from JAPAN #A73,https://www.ebay.com/itm/Mint-Nikon-Nikkor-SW-75mm-F4-5-S-Large-Format-Lens-JAPAN-A73-/153421025574,399.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor SW 75mm F4.5 S,7
12,,nikon nikkor qc,372761649393,[MINT] Nikon Nikkor Q.C Auto 135mm F2.8 Non-Ai MF Telephoto Lens From JAPAN,https://www.ebay.com/itm/MINT-Nikon-Nikkor-Q-C-Auto-135mm-F2-8-Non-Ai-MF-Telephoto-Lens-JAPAN-/372761649393,74.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor-Q.C Auto 135mm f/2.8,7
86,,nikon br3 macro,183950066830,[Mint] Nikon BR-3 Macro Adapter Ring for Bellows Focusing Attachment from Japan,https://www.ebay.com/itm/Mint-Nikon-BR-3-Macro-Adapter-Ring-Bellows-Focusing-Attachment-Japan-/183950066830,9.98,USD,JP,30059,"Lens Adapters, Mounts & Tubes",StoreInventory,Used,Nikon BR-3 Macro Adapter Ring,7
73,,nikon fm3a 35mm,163720723458,Nikon FM3A 35mm SLR Film Camera #21526 D4,https://www.ebay.com/itm/Nikon-FM3A-35mm-SLR-Film-Camera-21526-D4-/163720723458,642.6,USD,JP,15230,Film Cameras,StoreInventory,Used,,69
56,,nikon nikkor n,163682098927,Exc++ Nikon Nikkor N Auto 24mm f/2.8 f 2.8 Non Ai Lens *348434,https://www.ebay.com/itm/Exc-Nikon-Nikkor-N-Auto-24mm-f-2-8-f-2-8-Non-Ai-Lens-348434-/163682098927,93.99,USD,JP,3323,Lenses,FixedPrice,Used,,677
39,,nikon nikkor s,193094387865,Near Mint Nikon NIKKOR S Auto 50mm f1.4 MF Non-Ai Lens from JAPAN,https://www.ebay.com/itm/Near-Mint-Nikon-NIKKOR-S-Auto-50mm-f1-4-MF-Non-Ai-Lens-JAPAN-/193094387865,30.0,USD,JP,3323,Lenses,StoreInventory,Used,,6733
77,,nikon nikkor s,372740180765,[Optical Mint] Nikon Nikkor S Auto 35mm F2.8  Lens Ai Converted From JAPAN,https://www.ebay.com/itm/Optical-Mint-Nikon-Nikkor-S-Auto-35mm-F2-8-Lens-Ai-Converted-JAPAN-/372740180765,79.99,USD,JP,3323,Lenses,StoreInventory,Used,,6732
28,,nikon nikkor s,254312580323,Nikon NIKKOR S Auto 55mm f/1.2 MF Lens EXC condition From Japan 471322,https://www.ebay.com/itm/Nikon-NIKKOR-S-Auto-55mm-f-1-2-MF-Lens-EXC-condition-Japan-471322-/254312580323,158.0,USD,JP,3323,Lenses,StoreInventory,Used,,6732
42,,nikon nikkor o,401884658124,"""""EXC+++"""" Nikon Nikkor O C 50mm f/2.8 For Zenza Bronica S2 EC From Japan #528",https://www.ebay.com/itm/EXC-Nikon-Nikkor-O-C-50mm-f-2-8-Zenza-Bronica-S2-EC-Japan-528-/401884658124,169.99,USD,JP,3323,Lenses,StoreInventory,Used,,67
14,,nikon nikkor o,202763551069,【Exc+++++】Zenza Bronica Nikon NIkkor O C 50mm f/2.8  For S2 From Japan #238-5,https://www.ebay.com/itm/Exc-Zenza-Bronica-Nikon-NIkkor-O-C-50mm-f-2-8-S2-Japan-238-5-/202763551069,189.99,USD,JP,3323,Lenses,StoreInventory,Used,,67
69,,excellentnikon afs nikkor,323839817578,【Excellent】Nikon AF-S NIKKOR 24-85mm F/3.5-4.5G ED AF Lens W/HB-28 Hood JAPAN,https://www.ebay.com/itm/Excellent-Nikon-AF-S-NIKKOR-24-85mm-F-3-5-4-5G-ED-AF-Lens-W-HB-28-Hood-JAPAN-/323839817578,189.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF-S NIKKOR 24-85mm F3.5-4.5G ED,67
